specimenID,libraryID,assay,platform,RIN,referenceSet,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryVersion,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,DV200,,,,,,,,,,,,,,,,,
3167lc,3167lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,23003800,,,,,,,,,,,,,,,,,,
3177lc,3177lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33581976,,,,,,,,,,,,,,,,,,
3178lc,3178lc,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37743690,,,,,,,,,,,,,,,,,,
3124lh,3124lh,rnaSeq,NextSeq500,9.9,GRCm38,,10.01.19,10.01.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27709162,,,,,,,,,,,,,,,,,,
3125lh,3125lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30122182,,,,,,,,,,,,,,,,,,
3126lh,3126lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31939796,,,,,,,,,,,,,,,,,,
3127lh,3127lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,42777798,,,,,,,,,,,,,,,,,,
3128lh,3128lh,rnaSeq,NextSeq500,9.6,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41507538,,,,,,,,,,,,,,,,,,
3129lh,3129lh,rnaSeq,NextSeq500,9.9,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,62186072,,,,,,,,,,,,,,,,,,
3131lh,3131lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37487786,,,,,,,,,,,,,,,,,,
3132lh,3132lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32738668,,,,,,,,,,,,,,,,,,
3133lh,3133lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31868246,,,,,,,,,,,,,,,,,,
3144lh,3144lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33755754,,,,,,,,,,,,,,,,,,
3145lh,3145lh,rnaSeq,NextSeq500,9.6,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29429942,,,,,,,,,,,,,,,,,,
3146lh,3146lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29075372,,,,,,,,,,,,,,,,,,
3147lh,3147lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32284838,,,,,,,,,,,,,,,,,,
3149lh,3149lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32221712,,,,,,,,,,,,,,,,,,
3150lh,3150lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46515026,,,,,,,,,,,,,,,,,,
3151lh,3151lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32088790,,,,,,,,,,,,,,,,,,
3152lh,3152lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46080556,,,,,,,,,,,,,,,,,,
3153lh,3153lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,18301474,,,,,,,,,,,,,,,,,,
3154lh,3154lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28957138,,,,,,,,,,,,,,,,,,
3156lh,3156lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37496336,,,,,,,,,,,,,,,,,,
3157lh,3157lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32351728,,,,,,,,,,,,,,,,,,
3158lh,3158lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41625366,,,,,,,,,,,,,,,,,,
3159lh,3159lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36628246,,,,,,,,,,,,,,,,,,
3161lh,3161lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36380360,,,,,,,,,,,,,,,,,,
3162lh,3162lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29955050,,,,,,,,,,,,,,,,,,
3164lh,3164lh,rnaSeq,NextSeq500,9.7,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32312034,,,,,,,,,,,,,,,,,,
3165lh,3165lh,rnaSeq,NextSeq500,9.8,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25746562,,,,,,,,,,,,,,,,,,
3166lh,3166lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27311078,,,,,,,,,,,,,,,,,,
3167lh,3167lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28439074,,,,,,,,,,,,,,,,,,
3177lh,3177lh,rnaSeq,NextSeq500,9.7,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31460596,,,,,,,,,,,,,,,,,,
3178lh,3178lh,rnaSeq,NextSeq500,10,GRCm38,,10.07.19,10.07.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27233842,,,,,,,,,,,,,,,,,,
4204lc,4204lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,19807388,,,,,,,,,,,,,,,,,,
4208lc,4208lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,52736814,,,,,,,,,,,,,,,,,,
4209lc,4209lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37456302,,,,,,,,,,,,,,,,,,
4244lc,4244lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41861518,,,,,,,,,,,,,,,,,,
4255lc,4255lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48190538,,,,,,,,,,,,,,,,,,
4503lc,4503lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38922522,,,,,,,,,,,,,,,,,,
4205lc,4205lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,27045296,,,,,,,,,,,,,,,,,,
4206lc,4206lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47021810,,,,,,,,,,,,,,,,,,
4207lc,4207lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47843646,,,,,,,,,,,,,,,,,,
4245lc,4245lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40711458,,,,,,,,,,,,,,,,,,
4246lc,4246lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37660652,,,,,,,,,,,,,,,,,,
4256lc,4256lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,45367802,,,,,,,,,,,,,,,,,,
4257lc,4257lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37743258,,,,,,,,,,,,,,,,,,
4501lc,4501lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,34753968,,,,,,,,,,,,,,,,,,
4502lc,4502lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,30465002,,,,,,,,,,,,,,,,,,
4242lc,4242lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43776346,,,,,,,,,,,,,,,,,,
4264lc,4264lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40247004,,,,,,,,,,,,,,,,,,
4265lc,4265lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38098260,,,,,,,,,,,,,,,,,,
4266lc,4266lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,55021310,,,,,,,,,,,,,,,,,,
4281lc,4281lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38658750,,,,,,,,,,,,,,,,,,
4241lc,4241lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43058994,,,,,,,,,,,,,,,,,,
4243lc,4243lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40521360,,,,,,,,,,,,,,,,,,
4267lc,4267lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47903550,,,,,,,,,,,,,,,,,,
4268lc,4268lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36024058,,,,,,,,,,,,,,,,,,
4279lc,4279lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39316050,,,,,,,,,,,,,,,,,,
4280lc,4280lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38337656,,,,,,,,,,,,,,,,,,
4299lc,4299lc,rnaSeq,NextSeq500,,GRCm38,,11.18.19,11.18.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39130444,,,,,,,,,,,,,,,,,,
4204lh,4204lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,28218910,,,,,,,,,,,,,,,,,,
4208lh,4208lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46304546,,,,,,,,,,,,,,,,,,
4209lh,4209lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,25651434,,,,,,,,,,,,,,,,,,
4244lh,4244lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,31777778,,,,,,,,,,,,,,,,,,
4255lh,4255lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41943460,,,,,,,,,,,,,,,,,,
4503lh,4503lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33358096,,,,,,,,,,,,,,,,,,
4205lh,4205lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24851552,,,,,,,,,,,,,,,,,,
4206lh,4206lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47189902,,,,,,,,,,,,,,,,,,
4207lh,4207lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,24786824,,,,,,,,,,,,,,,,,,
4245lh,4245lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,44741132,,,,,,,,,,,,,,,,,,
4246lh,4246lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41297176,,,,,,,,,,,,,,,,,,
4256lh,4256lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,47627100,,,,,,,,,,,,,,,,,,
4257lh,4257lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,62170568,,,,,,,,,,,,,,,,,,
4501lh,4501lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,21349676,,,,,,,,,,,,,,,,,,
4502lh,4502lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,20879310,,,,,,,,,,,,,,,,,,
4242lh,4242lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,32456018,,,,,,,,,,,,,,,,,,
4264lh,4264lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,62501982,,,,,,,,,,,,,,,,,,
4265lh,4265lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,45870068,,,,,,,,,,,,,,,,,,
4266lh,4266lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,40729800,,,,,,,,,,,,,,,,,,
4281lh,4281lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,36123902,,,,,,,,,,,,,,,,,,
4241lh,4241lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,35165302,,,,,,,,,,,,,,,,,,
4243lh,4243lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,66458550,,,,,,,,,,,,,,,,,,
4267lh,4267lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,37821154,,,,,,,,,,,,,,,,,,
4268lh,4268lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33870218,,,,,,,,,,,,,,,,,,
4279lh,4279lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,39583338,,,,,,,,,,,,,,,,,,
4280lh,4280lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,29952972,,,,,,,,,,,,,,,,,,
4299lh,4299lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,54889596,,,,,,,,,,,,,,,,,,
305lh,305lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,33632402,,,,,,,,,,,,,,,,,,
315lh,315lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,44047828,,,,,,,,,,,,,,,,,,
377lh,377lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41317888,,,,,,,,,,,,,,,,,,
378lh,378lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,70997682,,,,,,,,,,,,,,,,,,
379lh,379lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,49185048,,,,,,,,,,,,,,,,,,
380lh,380lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,48702574,,,,,,,,,,,,,,,,,,
452lh,452lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,49608610,,,,,,,,,,,,,,,,,,
456lh,456lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,53310560,,,,,,,,,,,,,,,,,,
497lh,497lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,65697498,,,,,,,,,,,,,,,,,,
498lh,498lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,46254176,,,,,,,,,,,,,,,,,,
499lh,499lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,67013462,,,,,,,,,,,,,,,,,,
500lh,500lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,43597582,,,,,,,,,,,,,,,,,,
541lh,541lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,51304634,,,,,,,,,,,,,,,,,,
542lh,542lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41706588,,,,,,,,,,,,,,,,,,
543lh,543lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,38523236,,,,,,,,,,,,,,,,,,
544lh,544lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,11639164,,,,,,,,,,,,,,,,,,
551lh,551lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,41433444,,,,,,,,,,,,,,,,,,
624lh,624lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,44392406,,,,,,,,,,,,,,,,,,
634lh,634lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,54403198,,,,,,,,,,,,,,,,,,
792lh,792lh,rnaSeq,NextSeq500,,GRCm38,,11.20.19,11.20.19,polyAselection,Smart-seq2,rnaSeq Illumina library version,FALSE,forward,R1:43 ; R2:43,pairedEnd,,62097952,,,,,,,,,,,,,,,,,,
